curr_SRX,sex,simplified_tissue,broad_tissue,simpled_dev,broad_stage
SRX1142507,male,whole body,whole body,a,adult
SRX1329450,female,whole body,whole body,a,adult
DRX014794,female,whole body,whole body,pu8,pupae
SRX1522483,female,whole body,whole body,pu,pupae
SRX1553952,male,whole body,whole body,a,adult
SRX703158,male,whole body,whole body,a,adult
SRX3526109,male,whole body,whole body,a,adult
SRX1522489,female,whole body,whole body,pu,pupae
DRX013093,unknown,whole body,whole body,l3,larva
SRX306614,male,whole body,whole body,a2,adult
ERX1732932,unknown,whole body,whole body,l,larva
SRX675058,female,whole body,whole body,a,adult
SRX965042,male,whole body,whole body,a4,adult
SRX016672,female,whole body,whole body,a1,adult
SRX868335,female,whole body,whole body,a6,adult
SRX124982,unknown,whole body,whole body,pu5,pupae
SRX2236788,male,whole body,whole body,a,adult
SRX2236789,male,whole body,whole body,a,adult
SRX1293260,male,whole body,whole body,a,adult
SRX1293259,male,whole body,whole body,a,adult
SRX1293262,male,whole body,whole body,a,adult
SRX1329468,female,whole body,whole body,a,adult
SRX2683683,unknown,whole body,whole body,a11,adult
SRX3158174,male,whole body,whole body,a4,adult
SRX1293264,male,whole body,whole body,a,adult
SRX1293265,male,whole body,whole body,a,adult
SRX2683686,unknown,whole body,whole body,a11,adult
SRX2885440,unknown,whole body,whole body,l3,larva
SRX2236799,male,whole body,whole body,a,adult
SRX2236800,male,whole body,whole body,a,adult
SRX2236801,male,whole body,whole body,a,adult
SRX675077,female,whole body,whole body,a,adult
SRX1482938,male,whole body,whole body,a,adult
SRX675101,male,whole body,whole body,a,adult
SRX2095934,unknown,whole body,whole body,l1,larva
SRX675309,female,whole body,whole body,a,adult
SRX2692978,unknown,whole body,whole body,a5,adult
SRX675083,male,whole body,whole body,a,adult
SRX124983,unknown,whole body,whole body,pu6,pupae
SRX525132,female,whole body,whole body,a3,adult
SRX1329122,female,whole body,whole body,a,adult
SRX1329123,female,whole body,whole body,a,adult
SRX1329124,female,whole body,whole body,a,adult
SRX1329125,male,whole body,whole body,a,adult
SRX1329126,male,whole body,whole body,a,adult
SRX1329127,male,whole body,whole body,a,adult
SRX2236817,male,whole body,whole body,a,adult
SRX1329131,male,whole body,whole body,a,adult
SRX1329132,male,whole body,whole body,a,adult
SRX1329133,male,whole body,whole body,a,adult
SRX1329134,female,whole body,whole body,a,adult
SRX675115,female,whole body,whole body,a,adult
SRX1329136,female,whole body,whole body,a,adult
SRX675116,female,whole body,whole body,a,adult
SRX675117,male,whole body,whole body,a,adult
SRX1329137,male,whole body,whole body,a,adult
SRX1482950,female,whole body,whole body,a,adult
SRX675118,female,whole body,whole body,a,adult
SRX1329140,female,whole body,whole body,a,adult
SRX1329141,female,whole body,whole body,a,adult
SRX1329144,male,whole body,whole body,a,adult
SRX1329145,male,whole body,whole body,a,adult
SRX1329146,female,whole body,whole body,a,adult
SRX1329147,female,whole body,whole body,a,adult
SRX675131,male,whole body,whole body,a,adult
SRX1482954,male,whole body,whole body,a,adult
SRX1329148,female,whole body,whole body,a,adult
SRX1329149,male,whole body,whole body,a,adult
SRX675139,female,whole body,whole body,a,adult
SRX1482956,female,whole body,whole body,a,adult
SRX1329152,female,whole body,whole body,a,adult
SRX675140,male,whole body,whole body,a,adult
SRX1482958,female,whole body,whole body,a,adult
SRX1329155,female,whole body,whole body,a,adult
SRX1482959,female,whole body,whole body,a,adult
SRX675144,female,whole body,whole body,a,adult
SRX1482960,female,whole body,whole body,a,adult
SRX1329159,male,whole body,whole body,a,adult
SRX1329160,female,whole body,whole body,a,adult
SRX1329161,female,whole body,whole body,a,adult
SRX675153,male,whole body,whole body,a,adult
SRX1329163,male,whole body,whole body,a,adult
SRX1329164,male,whole body,whole body,a,adult
SRX1329165,male,whole body,whole body,a,adult
SRX1329166,female,whole body,whole body,a,adult
SRX1482964,female,whole body,whole body,a,adult
SRX1329168,female,whole body,whole body,a,adult
SRX1329171,male,whole body,whole body,a,adult
SRX1329170,male,whole body,whole body,a,adult
SRX3257733,female,whole body,whole body,a,adult
SRX1329172,female,whole body,whole body,a,adult
SRX1329173,female,whole body,whole body,a,adult
SRX675171,female,whole body,whole body,a,adult
SRX1329175,male,whole body,whole body,a,adult
SRX675172,female,whole body,whole body,a,adult
SRX3257745,female,whole body,whole body,a,adult
SRX1329178,female,whole body,whole body,a,adult
SRX1329179,female,whole body,whole body,a,adult
SRX1482971,female,whole body,whole body,a,adult
SRX675182,female,whole body,whole body,a,adult
SRX675187,female,whole body,whole body,a,adult
SRX1522382,male,whole body,whole body,a,adult
SRX1522383,male,whole body,whole body,a,adult
SRX716800,female,whole body,whole body,a28,adult
SRX1329186,female,whole body,whole body,a,adult
SRX3257757,female,whole body,whole body,a,adult
SRX1329188,male,whole body,whole body,a,adult
SRX1329189,male,whole body,whole body,a,adult
SRX1329190,female,whole body,whole body,a,adult
SRX1329191,female,whole body,whole body,a,adult
DRX014785,female,whole body,whole body,a4,adult
SRX1329193,male,whole body,whole body,a,adult
SRX1329194,male,whole body,whole body,a,adult
SRX1329195,male,whole body,whole body,a,adult
SRX1329196,female,whole body,whole body,a,adult
SRX1342069,male,whole body,whole body,a,adult
SRX1329198,female,whole body,whole body,a,adult
SRX3257771,female,whole body,whole body,a,adult
SRX2095916,unknown,whole body,whole body,l1,larva
SRX3257773,female,whole body,whole body,a,adult
SRX1342074,male,whole body,whole body,a,adult
SRX675203,male,whole body,whole body,a,adult
SRX1142508,female,whole body,whole body,a,adult
SRX101953,female,whole body,whole body,a,adult
SRX101954,female,whole body,whole body,a,adult
SRX525200,female,whole body,whole body,a3,adult
SRX702915,male,whole body,whole body,a,adult
ERX1825440,unknown,whole body,whole body,l1,larva
SRX3235251,mixed,whole body,whole body,l3,larva
SRX1329211,female,whole body,whole body,a,adult
SRX1329212,female,whole body,whole body,a,adult
SRX1329213,female,whole body,whole body,a,adult
SRX1329214,male,whole body,whole body,a,adult
SRX525105,female,whole body,whole body,a3,adult
SRX1329216,male,whole body,whole body,a,adult
SRX674813,male,whole body,whole body,a,adult
SRX019655,unknown,whole body,whole body,l3,larva
SRX702925,female,whole body,whole body,a,adult
SRX703047,male,whole body,whole body,a,adult
SRX1522418,female,whole body,whole body,a,adult
SRX1329222,male,whole body,whole body,a,adult
SRX674819,male,whole body,whole body,a,adult
SRX674821,female,whole body,whole body,a,adult
SRX1329225,female,whole body,whole body,a,adult
SRX1342100,male,whole body,whole body,a,adult
SRX1329227,male,whole body,whole body,a,adult
SRX2335808,female,whole body,whole body,a,adult
SRX1342103,male,whole body,whole body,a,adult
SRX1342104,male,whole body,whole body,a,adult
SRX2731290,male,whole body,whole body,a11,adult
SRX2731291,male,whole body,whole body,a11,adult
SRX2731292,male,whole body,whole body,a11,adult
SRX1482997,male,whole body,whole body,a,adult
SRX1482998,female,whole body,whole body,a,adult
SRX675228,female,whole body,whole body,a,adult
SRX702944,female,whole body,whole body,a,adult
SRX702945,female,whole body,whole body,a,adult
SRX1329239,male,whole body,whole body,a,adult
SRX1329240,male,whole body,whole body,a,adult
SRX2934381,female,whole body,whole body,a42,adult
SRX702949,female,whole body,whole body,a,adult
SRX1342115,male,whole body,whole body,a,adult
SRX1329244,male,whole body,whole body,a,adult
SRX1329245,male,whole body,whole body,a,adult
SRX1329246,male,whole body,whole body,a,adult
SRX1329247,female,whole body,whole body,a,adult
SRX1329248,female,whole body,whole body,a,adult
SRX1329249,female,whole body,whole body,a,adult
SRX1329250,male,whole body,whole body,a,adult
SRX1329251,male,whole body,whole body,a,adult
SRX674850,female,whole body,whole body,a,adult
SRX1329253,female,whole body,whole body,a,adult
SRX1329254,female,whole body,whole body,a,adult
SRX1329255,female,whole body,whole body,a,adult
SRX1329256,male,whole body,whole body,a,adult
SRX703246,male,whole body,whole body,a,adult
SRX675331,female,whole body,whole body,a,adult
SRX1329259,female,whole body,whole body,a,adult
SRX1329260,female,whole body,whole body,a,adult
SRX1329261,female,whole body,whole body,a,adult
SRX3235257,mixed,whole body,whole body,l3,larva
SRX674861,male,whole body,whole body,a,adult
SRX1329264,male,whole body,whole body,a,adult
SRX703217,female,whole body,whole body,a,adult
SRX703218,male,whole body,whole body,a,adult
SRX703219,male,whole body,whole body,a,adult
SRX703220,female,whole body,whole body,a,adult
SRX1329269,male,whole body,whole body,a,adult
SRX1329272,female,whole body,whole body,a,adult
SRX1329150,male,whole body,whole body,a,adult
SRX1329273,female,whole body,whole body,a,adult
SRX675347,female,whole body,whole body,a,adult
SRX1329276,male,whole body,whole body,a,adult
SRX965052,male,whole body,whole body,a4,adult
SRX1329278,female,whole body,whole body,a,adult
SRX1329279,female,whole body,whole body,a,adult
SRX1329280,male,whole body,whole body,a,adult
SRX1329281,male,whole body,whole body,a,adult
SRX1431621,unknown,whole body,whole body,a,adult
SRX1522455,female,whole body,whole body,l,larva
SRX2786597,male,whole body,whole body,a25,adult
SRX675394,female,whole body,whole body,a,adult
SRX1329286,male,whole body,whole body,a,adult
SRX1329285,female,whole body,whole body,a,adult
SRX1522485,female,whole body,whole body,a,adult
SRX1522408,male,whole body,whole body,l,larva
SRX702996,female,whole body,whole body,a,adult
SRX1522448,female,whole body,whole body,l,larva
SRX1884381,unknown,whole body,whole body,a4,adult
SRX1329291,female,whole body,whole body,a,adult
SRX3235252,mixed,whole body,whole body,l3,larva
SRX1329293,male,whole body,whole body,a,adult
SRX1329294,male,whole body,whole body,a,adult
SRX1329295,male,whole body,whole body,a,adult
SRX1483029,male,whole body,whole body,a,adult
SRX703002,male,whole body,whole body,a,adult
ERX328816,unknown,whole body,whole body,l3,larva
SRX1431640,unknown,whole body,whole body,a,adult
SRX1329300,female,whole body,whole body,a,adult
SRX1522499,male,whole body,whole body,a,adult
SRX1329302,male,whole body,whole body,a,adult
SRX1329303,male,whole body,whole body,a,adult
SRX716790,female,whole body,whole body,a4,adult
SRX1329306,male,whole body,whole body,a,adult
SRX1329308,female,whole body,whole body,a,adult
SRX675276,male,whole body,whole body,a,adult
SRX675277,male,whole body,whole body,a,adult
SRX1329310,male,whole body,whole body,a,adult
SRX965046,male,whole body,whole body,a4,adult
SRX2549190,mixed,whole body,whole body,l,larva
SRX674913,female,whole body,whole body,a,adult
SRX674914,male,whole body,whole body,a,adult
SRX1329315,female,whole body,whole body,a,adult
SRX1329317,male,whole body,whole body,a,adult
SRX1329318,male,whole body,whole body,a,adult
SRX675390,female,whole body,whole body,a,adult
SRX976102,unknown,whole body,whole body,pre,pupae
SRX674919,female,whole body,whole body,a,adult
SRX466452,male,whole body,whole body,l,larva
SRX1329321,female,whole body,whole body,a,adult
SRX3202344,male,whole body,whole body,a,adult
SRX3202345,male,whole body,whole body,a,adult
SRX675397,female,whole body,whole body,a,adult
SRX3202347,male,whole body,whole body,a,adult
SRX976114,unknown,whole body,whole body,pre,pupae
ERX1732880,unknown,whole body,whole body,l,larva
SRX1329328,male,whole body,whole body,a,adult
SRX2036003,unknown,whole body,whole body,l3,larva
SRX1329330,male,whole body,whole body,a,adult
SRX1329331,female,whole body,whole body,a,adult
SRX1329332,female,whole body,whole body,a,adult
SRX3389654,female,whole body,whole body,a7,adult
SRX1329334,male,whole body,whole body,a,adult
SRX1136598,female,whole body,whole body,l3,larva
SRX675438,male,whole body,whole body,a,adult
SRX1329337,female,whole body,whole body,a,adult
SRX340317,female,whole body,whole body,a5,adult
SRX1329341,male,whole body,whole body,a,adult
DRX027362,female,whole body,whole body,a,adult
SRX1522405,male,whole body,whole body,l,larva
SRX674942,male,whole body,whole body,a,adult
SRX340322,female,whole body,whole body,a5,adult
SRX1241284,male,whole body,whole body,a,adult
SRX1491293,female,whole body,whole body,a5,adult
SRX1491294,female,whole body,whole body,a5,adult
SRX1329347,male,whole body,whole body,a,adult
SRX1329348,male,whole body,whole body,a,adult
SRX1329349,female,whole body,whole body,a,adult
SRX1329350,female,whole body,whole body,a,adult
SRX675426,female,whole body,whole body,a,adult
SRX1743377,female,whole body,whole body,a3,adult
SRX1743378,female,whole body,whole body,a3,adult
SRX2549188,mixed,whole body,whole body,l,larva
SRX965048,male,whole body,whole body,a4,adult
SRX1329356,female,whole body,whole body,a,adult
SRX1329357,female,whole body,whole body,a,adult
SRX3202637,male,whole body,whole body,a,adult
SRX3202638,male,whole body,whole body,a,adult
SRX2236808,male,whole body,whole body,a,adult
SRX1743387,female,whole body,whole body,a3,adult
DRX014792,male,whole body,whole body,l3,larva
SRX3202642,male,whole body,whole body,a,adult
SRX1557010,male,whole body,whole body,l,larva
SRX703072,female,whole body,whole body,a,adult
SRX1743392,female,whole body,whole body,a3,adult
SRX1743393,female,whole body,whole body,a3,adult
DRX073125,female,whole body,whole body,a,adult
DRX073117,female,whole body,whole body,a,adult
DRX073126,female,whole body,whole body,a,adult
SRX1329373,female,whole body,whole body,a,adult
SRX1329374,female,whole body,whole body,a,adult
SRX703081,female,whole body,whole body,a,adult
SRX703082,male,whole body,whole body,a,adult
SRX703083,male,whole body,whole body,a,adult
ERX278733,unknown,whole body,whole body,l3,larva
ERX278734,unknown,whole body,whole body,l3,larva
SRX1743405,female,whole body,whole body,a3,adult
DRX073130,female,whole body,whole body,a,adult
DRX073123,female,whole body,whole body,a,adult
DRX073131,female,whole body,whole body,a,adult
DRX073124,female,whole body,whole body,a,adult
DRX073132,female,whole body,whole body,a,adult
SRX1743411,female,whole body,whole body,a3,adult
